ID,CURRENT_APPLICATION_NUMBER,CURRENT_INSTITUTE_NAME,INSTI_STATE,INSTITUTE_DISTRICT,INST_TYPE,PROGRAMME,AFFILIATING_UNIVERSITY,LEVEL_OF_COURSE,COURSE,ACCREDITATION_STATUS,ACCREDITATION_TYPE,ACCREDITATION_TILL,APPROVED_INTAKE
1707,1-9318868976,ZAKIR HUSAIN COLLEGE OF ENGINEERING TECHNOLOGY,Uttar Pradesh,ALIGARH,Central University,ENGINEERING AND TECHNOLOGY,"Aligarh Muslim University, Aligarh",POST GRADUATE,ELECTRICAL ENGINEERING,ACCREDITED,NBA,30-06-2021,30
1708,1-9318868976,ZAKIR HUSAIN COLLEGE OF ENGINEERING TECHNOLOGY,Uttar Pradesh,ALIGARH,Central University,ENGINEERING AND TECHNOLOGY,"Aligarh Muslim University, Aligarh",POST GRADUATE,CHEMICAL ENGINEERING,ACCREDITED,NBA,30-06-2021,24
1709,1-9318868976,ZAKIR HUSAIN COLLEGE OF ENGINEERING TECHNOLOGY,Uttar Pradesh,ALIGARH,Central University,ENGINEERING AND TECHNOLOGY,"Aligarh Muslim University, Aligarh",POST GRADUATE,ELECTRONICS ENGINEERING,ACCREDITED,NBA,30-06-2021,30
1710,1-9318868976,ZAKIR HUSAIN COLLEGE OF ENGINEERING TECHNOLOGY,Uttar Pradesh,ALIGARH,Central University,ENGINEERING AND TECHNOLOGY,"Aligarh Muslim University, Aligarh",POST GRADUATE,PETROCHEMICAL ENGINEERING,ACCREDITED,NBA,30-06-2021,18
1711,1-9318868976,ZAKIR HUSAIN COLLEGE OF ENGINEERING TECHNOLOGY,Uttar Pradesh,ALIGARH,Central University,ENGINEERING AND TECHNOLOGY,"Aligarh Muslim University, Aligarh",POST GRADUATE,CIVIL ENGINEERING,ACCREDITED,NBA,30-06-2021,30
1712,1-9318868976,ZAKIR HUSAIN COLLEGE OF ENGINEERING TECHNOLOGY,Uttar Pradesh,ALIGARH,Central University,ENGINEERING AND TECHNOLOGY,"Aligarh Muslim University, Aligarh",UNDER GRADUATE,ELECTRONICS ENGINEERING,ACCREDITED,NBA,30-06-2021,60
1713,1-9318868976,ZAKIR HUSAIN COLLEGE OF ENGINEERING TECHNOLOGY,Uttar Pradesh,ALIGARH,Central University,ENGINEERING AND TECHNOLOGY,"Aligarh Muslim University, Aligarh",UNDER GRADUATE,MECHANICAL ENGINEERING,ACCREDITED,NBA,30-06-2021,180
1714,1-9318725398,M I E T ENGINEERING COLLEGE,Tamil Nadu,TIRUCHIRAPPALLI,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,MECHANICAL ENGINEERING,ACCREDITED,NBA,30-06-2022,120
1715,1-9318725398,M I E T ENGINEERING COLLEGE,Tamil Nadu,TIRUCHIRAPPALLI,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,ACCREDITED,NBA,30-07-2022,120
1716,1-9318725398,M I E T ENGINEERING COLLEGE,Tamil Nadu,TIRUCHIRAPPALLI,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,ACCREDITED,NBA,30-06-2022,60
1717,1-9318818047,GOVERNMENT WOMEN S POLYTECHNIC COLLEGE NEDUPUZHA THRISSUR,Kerala,THRISSUR,Government,ENGINEERING AND TECHNOLOGY,"Board of Technical Examination, Kerala",DIPLOMA,COMPUTER ENGINEERING,ACCREDITED,NBA,30-06-2022,60
1718,1-9318595775,DR B R AMBEDKAR POLYTECHNIC COLLEGE,Puducherry,YANAM,Government,ENGINEERING AND TECHNOLOGY,"Directorate of Technical Education, Chennai",DIPLOMA,ELECTRONICS & COMMUNICATION ENGG,ACCREDITED,NBA,30-06-2021,30
1719,1-9318706287,JAIPURIA INSTITUTE OF MANAGEMENT,Rajasthan,JAIPUR,Private-Self Financing,MANAGEMENT,None,POST GRADUATE DIPLOMA,PGDM,ACCREDITED,NBA,30-06-2022,180
1720,1-9318772310,PRESTIGE INSTITUTE OF MANAGEMENT AND RESEARCH GWALIOR,Madhya Pradesh,GWALIOR,Private-Self Financing,MANAGEMENT,"Jiwaji University, Gwalior",POST GRADUATE,MBA,ACCREDITED,NBA,30-06-2022,300
1721,1-9318793576,SNS COLLEGE OF ENGINEERING,Tamil Nadu,COIMBATORE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,ACCREDITED,NBA,30-06-2021,60
1722,1-9318793576,SNS COLLEGE OF ENGINEERING,Tamil Nadu,COIMBATORE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,ACCREDITED,NBA,30-06-2021,60
1723,1-9318793576,SNS COLLEGE OF ENGINEERING,Tamil Nadu,COIMBATORE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,MECHANICAL ENGINEERING,ACCREDITED,NBA,30-06-2021,60
1724,1-9318821704,M S RAMAIAH INSTITUTE OF TECHNOLOGY-MCA,Karnataka,BANGALORE URBAN,Private-Self Financing,MCA,"Visvesvaraya?Technological University, Belgaum",POST GRADUATE,MASTERS IN COMPUTER APPLICATIONS,ACCREDITED,NBA,30-06-2021,60
1725,1-9318847523,GOVERNMENT ENGINEERING COLLEGE BILASPUR,Chhattisgarh,BILASPUR,Government,ENGINEERING AND TECHNOLOGY,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",UNDER GRADUATE,CIVIL ENGINEERING,ACCREDITED,NBA,30-06-2021,20
1726,1-9318847523,GOVERNMENT ENGINEERING COLLEGE BILASPUR,Chhattisgarh,BILASPUR,Government,ENGINEERING AND TECHNOLOGY,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",UNDER GRADUATE,MECHANICAL ENGINEERING,ACCREDITED,NBA,30-06-2021,40
1727,1-9318847523,GOVERNMENT ENGINEERING COLLEGE BILASPUR,Chhattisgarh,BILASPUR,Government,ENGINEERING AND TECHNOLOGY,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",UNDER GRADUATE,ELECTRICAL ENGINEERING,ACCREDITED,NBA,30-06-2021,60
1728,1-9318847523,GOVERNMENT ENGINEERING COLLEGE BILASPUR,Chhattisgarh,BILASPUR,Government,ENGINEERING AND TECHNOLOGY,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",UNDER GRADUATE,MINING ENGINEERING,ACCREDITED,NBA,30-06-2021,20
1729,1-9318577938,K RAMAKRISHNAN COLLEGE OF TECHNOLOGY,Tamil Nadu,TIRUCHIRAPPALLI,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,ACCREDITED,NBA,30-06-2022,120
1730,1-9318776084,VELALAR COLLEGE OF ENGINEERING AND TECHNOLOGY,Tamil Nadu,ERODE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,ACCREDITED,NBA,30-06-2021,120
1731,1-9318776084,VELALAR COLLEGE OF ENGINEERING AND TECHNOLOGY,Tamil Nadu,ERODE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,ACCREDITED,NBA,30-06-2021,60
1732,1-9318776084,VELALAR COLLEGE OF ENGINEERING AND TECHNOLOGY,Tamil Nadu,ERODE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,ACCREDITED,NBA,30-06-2021,180
1733,1-9318776084,VELALAR COLLEGE OF ENGINEERING AND TECHNOLOGY,Tamil Nadu,ERODE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,BIOMEDICAL ENGINEERING,ACCREDITED,NBA,30-06-2021,120
1734,1-9318776635,VELS INSTITUTE OF SCIENCE TECHNOLOGY AND ADVANCED STUDIES VISTAS ,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),PHARMACY,"Vels Institute of Science, Technology and Advanced Studies , Chennai",UNDER GRADUATE,PHARMACY,ACCREDITED,NBA,30-06-2023,100
1735,1-9318688486,KINGS ENGINEERING COLLEGE,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,ACCREDITED,NBA,30-06-2021,120
1736,1-9318688486,KINGS ENGINEERING COLLEGE,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,ACCREDITED,NBA,30-06-2021,90
1737,1-9318730080,SHRI SHANKARACHARYA INSTITUTE OF PROFESSIONAL MANAGEMENT TECHNOLOGY,Chhattisgarh,RAIPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",UNDER GRADUATE,MECHANICAL ENGINEERING,ACCREDITED,NBA,30-06-2022,60
1738,1-9318730080,SHRI SHANKARACHARYA INSTITUTE OF PROFESSIONAL MANAGEMENT TECHNOLOGY,Chhattisgarh,RAIPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,ACCREDITED,NBA,30-06-2022,180
1739,1-9319531949,SHRI VISHNU ENGINEERING COLLEGE FOR WOMEN,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Kakinada",UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,ACCREDITED,NBA,30-06-2022,120
1740,1-9319531949,SHRI VISHNU ENGINEERING COLLEGE FOR WOMEN,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Kakinada",UNDER GRADUATE,COMPUTER SCIENCE & ENGINEERING,ACCREDITED,NBA,30-06-2022,180
1741,1-9319531949,SHRI VISHNU ENGINEERING COLLEGE FOR WOMEN,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Kakinada",UNDER GRADUATE,INFORMATION TECHNOLOGY,ACCREDITED,NBA,30-06-2022,180
1742,1-9319531949,SHRI VISHNU ENGINEERING COLLEGE FOR WOMEN,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Kakinada",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,ACCREDITED,NBA,30-06-2022,60
1743,1-9319634415,MUTHOOT INSTITUTE OF TECHNOLOGY AND SCIENCE,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,MECHANICAL ENGINEERING,ACCREDITED,NBA,30-06-2022,60
1744,1-9319634415,MUTHOOT INSTITUTE OF TECHNOLOGY AND SCIENCE,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,ACCREDITED,NBA,30-06-2022,60
1745,1-9319634415,MUTHOOT INSTITUTE OF TECHNOLOGY AND SCIENCE,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,ACCREDITED,NBA,30-06-2022,60
1746,1-9319634415,MUTHOOT INSTITUTE OF TECHNOLOGY AND SCIENCE,Kerala,ERNAKULAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,COMPUTER SCIENCE & ENGINEERING,ACCREDITED,NBA,30-06-2022,120
1747,1-9319586590,G PULLA REDDY ENGINEERING COLLEGE,Andhra Pradesh,KURNOOL,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Anantapur",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,ACCREDITED,NBA,30-06-2021,180
1748,1-9319586590,G PULLA REDDY ENGINEERING COLLEGE,Andhra Pradesh,KURNOOL,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Anantapur",UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,ACCREDITED,NBA,30-06-2021,180
1749,1-9319648277,D K T E SOCIETY S TEXTILE ENGINEERING INSTITUTE,Maharashtra,KOLHAPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Shivaji University, Kolhapur",UNDER GRADUATE,TEXTILE TECHNOLOGY,ACCREDITED,NBA,30-06-2021,60
1750,1-9319648277,D K T E SOCIETY S TEXTILE ENGINEERING INSTITUTE,Maharashtra,KOLHAPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Shivaji University, Kolhapur",UNDER GRADUATE,MAN-MADE TEXTILE TECHNOLOGY,ACCREDITED,NBA,30-06-2021,30
1751,1-9319648277,D K T E SOCIETY S TEXTILE ENGINEERING INSTITUTE,Maharashtra,KOLHAPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Shivaji University, Kolhapur",UNDER GRADUATE,TEXTILE PLANT ENGINEERING,ACCREDITED,NBA,30-06-2021,30
1752,1-9319648277,D K T E SOCIETY S TEXTILE ENGINEERING INSTITUTE,Maharashtra,KOLHAPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Shivaji University, Kolhapur",UNDER GRADUATE,TEXTILE CHEMISTRY,ACCREDITED,NBA,30-06-2021,60
1753,1-9319648277,D K T E SOCIETY S TEXTILE ENGINEERING INSTITUTE,Maharashtra,KOLHAPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Shivaji University, Kolhapur",UNDER GRADUATE,FASHION TECHNOLOGY,ACCREDITED,NBA,30-06-2021,30
1754,1-9319648277,D K T E SOCIETY S TEXTILE ENGINEERING INSTITUTE,Maharashtra,KOLHAPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Shivaji University, Kolhapur",UNDER GRADUATE,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,ACCREDITED,NBA,30-06-2021,120
1755,1-9319648277,D K T E SOCIETY S TEXTILE ENGINEERING INSTITUTE,Maharashtra,KOLHAPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Shivaji University, Kolhapur",UNDER GRADUATE,MECHANICAL ENGINEERING,ACCREDITED,NBA,30-06-2021,90
1756,1-9319658556,MADANAPALLE INSTITUTE OF TECHNOLOGY SCIENCE,Andhra Pradesh,CHITTOOR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Anantapur",UNDER GRADUATE,CIVIL ENGINEERING,ACCREDITED,NBA,30-06-2022,60
1757,1-9319658556,MADANAPALLE INSTITUTE OF TECHNOLOGY SCIENCE,Andhra Pradesh,CHITTOOR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Anantapur",UNDER GRADUATE,MECHANICAL ENGINEERING,ACCREDITED,NBA,30-06-2022,60
1758,1-9319658556,MADANAPALLE INSTITUTE OF TECHNOLOGY SCIENCE,Andhra Pradesh,CHITTOOR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Anantapur",UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,ACCREDITED,NBA,30-06-2022,300
1759,1-9319658556,MADANAPALLE INSTITUTE OF TECHNOLOGY SCIENCE,Andhra Pradesh,CHITTOOR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Anantapur",UNDER GRADUATE,COMPUTER SCIENCE & ENGINEERING,ACCREDITED,NBA,30-06-2022,240
1760,1-9319658556,MADANAPALLE INSTITUTE OF TECHNOLOGY SCIENCE,Andhra Pradesh,CHITTOOR,Private-Self Financing,MCA,"Jawaharlal Nehru Technological University, Anantapur",POST GRADUATE,MASTERS IN COMPUTER APPLICATIONS,ACCREDITED,NBA,30-06-2021,180
1761,1-9319658556,MADANAPALLE INSTITUTE OF TECHNOLOGY SCIENCE,Andhra Pradesh,CHITTOOR,Private-Self Financing,MANAGEMENT,"Jawaharlal Nehru Technological University, Anantapur",POST GRADUATE,MBA,ACCREDITED,NBA,30-06-2022,180
1762,1-9319658556,MADANAPALLE INSTITUTE OF TECHNOLOGY SCIENCE,Andhra Pradesh,CHITTOOR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Anantapur",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,ACCREDITED,NBA,30-06-2022,60
1763,1-9319545277,SREENIVASA INSTITUTE OF TECHNOLOGY AND MANAGEMENT STUDIES,Andhra Pradesh,CHITTOOR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Anantapur",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,ACCREDITED,NBA,30-06-2022,180
1764,1-9319545277,SREENIVASA INSTITUTE OF TECHNOLOGY AND MANAGEMENT STUDIES,Andhra Pradesh,CHITTOOR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Anantapur",UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,ACCREDITED,NBA,30-06-2022,180
1765,1-9319545277,SREENIVASA INSTITUTE OF TECHNOLOGY AND MANAGEMENT STUDIES,Andhra Pradesh,CHITTOOR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Anantapur",UNDER GRADUATE,MECHANICAL ENGINEERING,ACCREDITED,NBA,30-06-2022,90
1766,1-9319545277,SREENIVASA INSTITUTE OF TECHNOLOGY AND MANAGEMENT STUDIES,Andhra Pradesh,CHITTOOR,Private-Self Financing,MCA,"Jawaharlal Nehru Technological University, Anantapur",POST GRADUATE,MASTERS OF COMPUTER APPLICATIONS,ACCREDITED,NBA,30-06-2021,60
1767,1-9319638686,DAYANANDA SAGAR COLLEGE OF ENGINEERING,Karnataka,BANGALORE URBAN,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Visvesvaraya?Technological University, Belgaum",UNDER GRADUATE,CHEMICAL ENGINEERING,ACCREDITED,NBA,30-06-2022,60
1768,1-9319638686,DAYANANDA SAGAR COLLEGE OF ENGINEERING,Karnataka,BANGALORE URBAN,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Visvesvaraya?Technological University, Belgaum",UNDER GRADUATE,INSTRUMENTATION TECHNOLOGY,ACCREDITED,NBA,30-06-2021,60
1769,1-9319638686,DAYANANDA SAGAR COLLEGE OF ENGINEERING,Karnataka,BANGALORE URBAN,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Visvesvaraya?Technological University, Belgaum",UNDER GRADUATE,MEDICAL ELECTRONICS,ACCREDITED,NBA,30-06-2021,60
1770,1-9319638686,DAYANANDA SAGAR COLLEGE OF ENGINEERING,Karnataka,BANGALORE URBAN,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Visvesvaraya?Technological University, Belgaum",UNDER GRADUATE,INFORMATION SCIENCE AND ENGINEERING,ACCREDITED,NBA,30-06-2022,120
1771,1-9319638686,DAYANANDA SAGAR COLLEGE OF ENGINEERING,Karnataka,BANGALORE URBAN,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Visvesvaraya?Technological University, Belgaum",UNDER GRADUATE,AUTOMOBILE ENGINEERING,ACCREDITED,NBA,30-06-2021,60
1772,1-9319638686,DAYANANDA SAGAR COLLEGE OF ENGINEERING,Karnataka,BANGALORE URBAN,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Visvesvaraya?Technological University, Belgaum",UNDER GRADUATE,AERONAUTICAL ENGINEERING,ACCREDITED,NBA,30-06-2022,60
1773,1-9319638686,DAYANANDA SAGAR COLLEGE OF ENGINEERING,Karnataka,BANGALORE URBAN,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Visvesvaraya?Technological University, Belgaum",UNDER GRADUATE,CIVIL ENGINEERING,ACCREDITED,NBA,30-06-2022,180
1774,1-9319638686,DAYANANDA SAGAR COLLEGE OF ENGINEERING,Karnataka,BANGALORE URBAN,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Visvesvaraya?Technological University, Belgaum",UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,ACCREDITED,NBA,30-06-2022,240
1775,1-9319557715,BMS INSTITUTE OF TECHNOLOGY MANAGEMENT,Karnataka,BANGALORE URBAN,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Visvesvaraya?Technological University, Belgaum",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,ACCREDITED,NBA,30-06-2022,180
1776,1-9319557715,BMS INSTITUTE OF TECHNOLOGY MANAGEMENT,Karnataka,BANGALORE URBAN,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Visvesvaraya?Technological University, Belgaum",UNDER GRADUATE,INFORMATION SCIENCE AND ENGINEERING,ACCREDITED,NBA,30-06-2021,180
1777,1-9319557715,BMS INSTITUTE OF TECHNOLOGY MANAGEMENT,Karnataka,BANGALORE URBAN,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Visvesvaraya&nbsp;Technological University, Belgaum",UNDER GRADUATE,MECHANICAL ENGINEERING,ACCREDITED,NBA,30-06-2022,60
1778,1-9319557715,BMS INSTITUTE OF TECHNOLOGY MANAGEMENT,Karnataka,BANGALORE URBAN,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Visvesvaraya?Technological University, Belgaum",UNDER GRADUATE,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,ACCREDITED,NBA,30-06-2022,60
1779,1-9319557715,BMS INSTITUTE OF TECHNOLOGY MANAGEMENT,Karnataka,BANGALORE URBAN,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Visvesvaraya?Technological University, Belgaum",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,ACCREDITED,NBA,30-06-2022,60
1780,1-9319557715,BMS INSTITUTE OF TECHNOLOGY MANAGEMENT,Karnataka,BANGALORE URBAN,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Visvesvaraya?Technological University, Belgaum",UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,ACCREDITED,NBA,30-06-2022,180
1781,1-9319557715,BMS INSTITUTE OF TECHNOLOGY MANAGEMENT,Karnataka,BANGALORE URBAN,Private-Self Financing,MCA,"Visvesvaraya?Technological University, Belgaum",POST GRADUATE,MASTERS IN COMPUTER APPLICATIONS,ACCREDITED,NBA,30-06-2021,60
1782,1-9319619531,COLLEGE OF ENGINEERING TRIKARIPUR,Kerala,KASARAGOD,Government,ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,ACCREDITED,NBA,30-06-2021,60
1783,1-9319575212,INTERNATIONAL MANAGEMENT INSTITUTE,Delhi,SOUTH DELHI,Private-Self Financing,MANAGEMENT,None,POST GRADUATE DIPLOMA,PGDM(HUMAN RESOURCE MANAGEMENT),ACCREDITED,NBA,30-06-2022,59
1784,1-9319575212,INTERNATIONAL MANAGEMENT INSTITUTE,Delhi,SOUTH DELHI,Private-Self Financing,MANAGEMENT,None,POST GRADUATE DIPLOMA,PGDM(BANKING AND FINANCIAL SERVICES),ACCREDITED,NBA,30-06-2022,59
1785,1-9319575344,PUNJAB ENGINEERING COLLEGE DEEMED TO BE UNIVERSITY,Chandigarh,CHANDIGARH,Deemed to be University(Govt),ENGINEERING AND TECHNOLOGY,"Punjab Engineering College, Chandigarh",UNDER GRADUATE,CIVIL ENGINEERING,ACCREDITED,NBA,30-06-2022,120
1786,1-9319575344,PUNJAB ENGINEERING COLLEGE DEEMED TO BE UNIVERSITY,Chandigarh,CHANDIGARH,Deemed to be University(Govt),ENGINEERING AND TECHNOLOGY,"Punjab Engineering College, Chandigarh",UNDER GRADUATE,COMPUTER SCIENCE & ENGINEERING,ACCREDITED,NBA,30-06-2022,120
1787,1-9319575344,PUNJAB ENGINEERING COLLEGE DEEMED TO BE UNIVERSITY,Chandigarh,CHANDIGARH,Deemed to be University(Govt),ENGINEERING AND TECHNOLOGY,"Punjab Engineering College, Chandigarh",UNDER GRADUATE,ELECTRICAL ENGINEERING,ACCREDITED,NBA,30-06-2022,120
1788,1-9319575344,PUNJAB ENGINEERING COLLEGE DEEMED TO BE UNIVERSITY,Chandigarh,CHANDIGARH,Deemed to be University(Govt),ENGINEERING AND TECHNOLOGY,"Punjab Engineering College, Chandigarh",UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,ACCREDITED,NBA,30-06-2022,120
1789,1-9319575344,PUNJAB ENGINEERING COLLEGE DEEMED TO BE UNIVERSITY,Chandigarh,CHANDIGARH,Deemed to be University(Govt),ENGINEERING AND TECHNOLOGY,"Punjab Engineering College, Chandigarh",UNDER GRADUATE,MECHANICAL ENGINEERING,ACCREDITED,NBA,30-06-2022,120
1790,1-9319575344,PUNJAB ENGINEERING COLLEGE DEEMED TO BE UNIVERSITY,Chandigarh,CHANDIGARH,Deemed to be University(Govt),ENGINEERING AND TECHNOLOGY,"Punjab Engineering College, Chandigarh",UNDER GRADUATE,PRODUCTION AND INDUSTRIAL ENGINEERING,ACCREDITED,NBA,30-06-2022,40
1791,1-9319575344,PUNJAB ENGINEERING COLLEGE DEEMED TO BE UNIVERSITY,Chandigarh,CHANDIGARH,Deemed to be University(Govt),ENGINEERING AND TECHNOLOGY,"Punjab Engineering College, Chandigarh",POST GRADUATE,ENVIRONMENTAL ENGINEERING,ACCREDITED,NBA,3/6/2023,18
1792,1-9319575344,PUNJAB ENGINEERING COLLEGE DEEMED TO BE UNIVERSITY,Chandigarh,CHANDIGARH,Deemed to be University(Govt),ENGINEERING AND TECHNOLOGY,"Punjab Engineering College, Chandigarh",POST GRADUATE,WATER RESOURCE ENGINEERING,ACCREDITED,NBA,30-06-2023,18
1793,1-9319575344,PUNJAB ENGINEERING COLLEGE DEEMED TO BE UNIVERSITY,Chandigarh,CHANDIGARH,Deemed to be University(Govt),ENGINEERING AND TECHNOLOGY,"Punjab Engineering College, Chandigarh",POST GRADUATE,COMPUTER SCIENCE & ENGINEERING,ACCREDITED,NBA,30-06-2023,25
1794,1-9319575344,PUNJAB ENGINEERING COLLEGE DEEMED TO BE UNIVERSITY,Chandigarh,CHANDIGARH,Deemed to be University(Govt),ENGINEERING AND TECHNOLOGY,"Punjab Engineering College, Chandigarh",POST GRADUATE,ELECTRICAL ENGINEERING,ACCREDITED,NBA,30-06-2022,25
1795,1-9319575344,PUNJAB ENGINEERING COLLEGE DEEMED TO BE UNIVERSITY,Chandigarh,CHANDIGARH,Deemed to be University(Govt),ENGINEERING AND TECHNOLOGY,"Punjab Engineering College, Chandigarh",POST GRADUATE,MECHANICAL ENGINEERING,ACCREDITED,NBA,30-06-2021,25
